1,333,692,453,167,22440
2,453,167,364,769,16935
3,364,770,420,699,10085
4,643,748,568,334,13856
5,62,115,211,33,16456
6,211,33,382,128,5
7,382,128,175,264,8
8,175,264,380,645,13
1,584,99,131,127,2908
2,131,127,589,322,13483
3,541,297,149,95,11550
4,149,95,548,478,21381
5,548,478,222,796,8196
6,222,796,627,604,281
