1,512,297,499,648,82
2,472,611,187,662,73
3,238,640,379,255,115
4,327,312,274,465,6875
5,312,471,471,722,88
6,425,680,196,704,65
7,256,702,517,493,113
8,460,525,292,673,62
9,337,621,407,206,134
10,358,284,334,677,763
11,362,611,428,408,58
12,395,402,267,166,8436
13,287,232,370,608,10253
14,383,536,411,356,48
15,401,425,449,598,55
16,423,544,223,422,68
17,274,441,501,367,53
18,440,388,305,513,59
19,341,465,367,241,242
20,344,293,625,616,2310
21,358,548,198,310,3741
22,246,362,475,484,5659
23,418,448,142,301,9516
24,164,280,144,202,2078
25,141,207,109,150,16
26,135,217,232,367,6039
27,204,356,111,609,1674
28,161,555,242,442,39
29,253,477,476,528,52
30,461,468,515,302,51
31,86,599,366,598,82
32,381,535,205,171,12717
33,83,599,241,377,7429
34,213,364,380,515,1328
35,165,465,258,98,14485
36,222,190,194,323,8476
37,198,252,184,177,4085
38,204,261,209,307,2840
39,227,296,441,412,8653
40,443,375,513,323,14
41,460,363,232,610,75
42,300,597,434,598,26
43,376,556,174,413,70
44,232,443,374,440,29
45,351,468,466,674,51
46,437,618,219,466,43
47,266,468,414,262,58
48,336,298,195,420,9758
49,239,414,523,487,61
50,483,500,434,666,44
51,435,601,295,425,43
52,290,487,286,493,2
53,283,490,183,634,45
54,218,641,258,724,25
55,283,687,472,643,48
56,435,603,410,426,48
57,435,485,463,515,7
58,412,471,167,387,80
59,243,391,459,495,69
60,398,492,238,610,50
61,299,572,481,250,101
62,459,314,496,627,81
63,492,559,435,410,34
64,402,453,180,517,59
65,236,496,417,304,66
66,370,357,232,705,108
67,279,647,512,317,113
68,476,376,404,585,58
69,399,529,244,413,49
70,293,453,455,602,65
71,431,534,333,206,3211
72,333,286,294,515,5574
73,290,459,158,262,6660
74,213,317,421,473,8813
75,368,468,185,623,63
76,92,569,187,391,47
78,356,591,425,376,55
79,368,417,216,503,41
80,237,525,612,185,5
81,263,556,461,806,83
82,442,743,324,216,3843
83,308,285,219,429,9088
84,287,393,493,350,2158
85,432,324,419,312,0
86,418,365,220,621,80
88,142,690,133,643,6
89,135,643,87,349,66
90,118,400,291,456,44
91,283,466,455,595,57
92,411,534,166,243,10562
93,171,238,123,153,15
94,164,203,470,176,11573
95,476,319,477,176,56
96,84,597,186,175,30375
97,467,176,578,563,34638
98,631,570,475,177,22315
99,476,178,475,175,11313
100,469,178,613,607,6911
101,600,586,463,543,40
102,516,578,525,604,4
103,490,588,210,557,72
104,234,583,200,698,24
105,227,687,257,723,12
106,251,689,553,436,111
107,511,453,253,287,4379
108,308,284,479,339,3665
109,455,367,417,619,64
110,440,554,511,498,17
111,497,493,590,231,86
112,570,284,226,553,131
113,218,521,24,359,54
114,473,179,580,558,560
115,575,559,93,273,2273
116,92,284,377,487,79
117,327,457,281,352,892
118,263,387,139,355,5532
119,202,311,507,234,11257
120,488,273,459,477,60
121,472,412,533,251,0
122,538,256,390,514,76
123,388,511,201,187,43
124,341,634,463,588,23
125,402,569,397,566,0
126,390,580,161,553,69
127,224,597,449,739,72
128,443,689,514,540,43
129,501,604,515,725,32
130,498,665,426,590,23
131,413,609,184,572,81
132,252,578,394,518,35
133,365,495,360,305,47
134,331,359,300,577,69
135,276,546,128,577,29
