1,541,227,451,442,4915
2,439,432,251,309,14837
3,251,316,242,397,8301
4,162,592,257,541,9546
5,424,529,501,550,5621
6,449,477,273,354,14694
7,281,343,227,208,9974
8,213,297,162,533,4149
9,183,535,272,552,4320
10,283,581,506,516,8073
11,510,503,371,420,18863
12,226,308,300,283,16987
13,430,107,467,28,43
14,474,35,520,128,18
15,510,133,554,443,72
16,548,442,331,402,9339
17,333,419,320,579,7648
18,335,588,420,554,9752
19,505,500,364,175,20519
20,361,177,166,469,17272
21,176,476,261,652,6744
22,277,648,465,512,5116
23,459,497,504,327,10935
24,472,388,472,400,1100
25,450,341,315,266,17955
26,196,198,384,47,2333
27,327,123,265,513,24772
28,276,526,371,553,19
29,375,551,347,323,18338
30,327,220,211,257,5909
31,211,253,149,258,1567
32,148,262,369,650,6270
33,403,606,570,247,10724
34,524,260,217,391,18727
35,262,348,380,229,11720
36,373,239,412,390,10398
37,387,351,144,241,14796
38,226,249,455,161,14698
39,455,165,422,580,27223
40,402,531,262,265,20367
41,279,308,363,362,7140
42,311,298,147,161,9590
43,153,224,105,620,7120
44,140,676,171,599,7571
45,220,549,328,700,8341
46,256,653,107,641,10775
47,111,627,189,607,11455
48,294,476,365,282,13888
49,392,322,517,655,19001
50,481,610,441,599,6
51,448,596,0,0,0
52,467,598,361,377,14010
53,338,366,151,757,23801
54,213,750,254,746,6528
55,436,717,470,709,3
56,471,705,563,459,31
57,547,517,593,645,20
58,585,643,253,723,203
59,253,698,358,503,570
60,341,497,238,235,20353
61,241,235,296,290,15619
62,501,316,585,297,11
63,533,265,500,228,8
64,481,302,378,588,21050
65,397,517,366,318,14758
66,384,326,501,443,10007
67,442,422,160,319,19288
68,171,357,337,697,2035
69,350,728,22,695,12654
70,43,679,21,881,12389
71,114,491,391,252,14459
72,391,259,320,322,14691
73,287,496,637,461,12342
74,582,419,386,87,4455
75,353,62,82,384,6278
76,46,474,91,656,30
77,119,657,541,534,16081
78,603,512,595,437,18
79,610,344,244,70,13652
80,226,91,24,851,183
81,273,706,15,436,34
82,31,221,401,295,19934
83,544,305,408,527,13775
84,407,524,296,734,4607
85,266,663,160,404,9827
86,167,403,380,281,13106
87,386,291,456,695,19011
88,436,654,222,628,7565
89,154,618,284,256,25665
90,339,118,570,239,7428
91,565,242,645,557,38
92,634,523,558,512,11597
93,557,510,309,708,18
94,373,732,518,833,9
95,528,813,645,566,2279
96,525,282,641,703,6923
97,391,301,386,392,5730
98,374,393,359,494,8071
99,345,496,261,710,4264
100,277,704,425,619,9
101,502,529,298,359,17389
102,292,369,210,337,6409
103,211,355,242,449,1
104,245,478,223,703,9856
105,261,661,229,503,10654
106,231,504,228,820,6
107,214,408,173,208,1071
108,229,256,589,401,21019
109,616,412,646,548,7
110,610,535,573,518,2
111,573,508,546,102,3
112,492,57,117,189,8
113,47,229,98,285,0
114,151,387,327,321,6649
115,326,307,259,260,6536
116,243,205,550,162,6826
117,548,167,642,739,6
118,532,299,600,130,0
119,550,138,145,169,6655
120,117,218,153,327,1
121,153,327,249,534,2067
122,347,680,581,549,1
123,581,508,528,259,2
124,480,318,319,525,18066
125,292,594,340,659,0
126,352,605,407,496,2085
127,407,496,316,296,15506
128,298,358,339,606,11030
129,325,675,172,765,5915
130,176,714,261,460,12236
131,297,503,536,610,1315
132,536,554,550,241,0
133,551,201,349,421,2
134,444,107,410,420,1
135,520,178,639,518,3
136,422,202,406,189,0
