1,485,309,442,621,3678
2,425,594,192,643,5941
3,247,617,374,273,7510
4,316,312,227,434,8062
5,265,439,496,666,15641
6,436,628,197,653,6589
7,261,643,490,485,4307
8,428,547,295,663,7428
9,339,616,387,231,6971
10,337,321,372,664,11207
11,407,589,424,416,5181
12,402,417,267,189,7399
13,291,274,351,597,14320
14,364,520,369,359,4947
15,375,427,456,577,1040
16,418,532,232,428,4992
17,282,456,493,378,73
18,441,423,386,563,44
19,400,506,370,262,71
20,344,334,314,600,6447
21,357,576,421,583,2609
22,384,535,350,331,3131
23,311,405,183,599,7955
24,529,553,623,335,7080
25,70,230,117,222,54
26,6,340,600,123,80
27,83,598,244,598,16888
28,217,542,141,516,5112
29,201,534,481,463,13535
30,436,427,350,245,59
31,338,326,450,453,47
32,401,403,199,323,5685
33,259,355,349,374,5121
34,295,369,145,602,11905
35,189,526,288,218,14156
36,298,229,366,153,5901
37,344,206,416,314,5065
38,377,304,162,472,2610
39,209,451,23,308,48
40,78,324,274,196,6784
41,268,219,360,237,5887
42,339,238,497,424,4221
43,492,425,527,473,14
44,544,406,546,402,1
45,484,435,146,503,7389
46,220,470,417,205,8543
47,383,271,399,674,6689
53,586,496,503,876,100
54,515,812,467,601,1200
55,370,872,525,140,6036
56,483,170,171,150,4674
57,186,214,154,665,15167
58,161,595,126,286,6890
59,183,344,396,520,6377
60,329,483,168,453,5514
61,210,456,268,287,4331
62,263,358,383,591,11460
63,357,528,211,273,13328
64,233,363,329,703,9514
65,332,630,320,310,7029
66,298,393,289,649,6631
67,314,582,386,345,7425
68,338,398,142,537,5043
69,202,536,500,630,16899
70,443,581,154,472,17856
71,197,460,115,214,2243
72,161,252,453,220,13974
73,371,223,144,232,13689
74,174,286,170,180,12682
75,264,592,330,436,7454
76,285,509,149,705,7028
77,208,673,399,566,3094
78,399,536,320,265,2579
79,301,325,266,358,2897
80,281,374,194,655,10155
81,220,595,200,221,13841
82,186,277,118,585,9425
83,129,653,244,882,51
85,409,839,363,773,14
86,385,772,382,714,8
87,382,714,379,625,11
88,379,625,357,334,11542
89,327,395,148,561,5643
90,203,512,219,419,4333
91,165,472,287,726,6875
92,264,660,139,481,5365
93,186,530,414,726,6368
94,414,672,495,514,7486
95,452,515,144,209,11545
96,228,262,332,338,7797
97,289,332,45,569,7131
98,87,519,192,231,4860
99,209,294,410,446,9510
100,401,452,504,577,1152
101,396,187,463,519,0
102,426,557,154,668,6159
103,229,665,253,658,1
104,227,628,268,252,13174
105,286,254,324,168,5642
106,271,227,269,229,323
107,299,230,496,579,8395
108,454,519,577,357,36
109,586,355,284,266,3879
110,302,343,333,473,5795
111,506,479,100,729,8925
112,159,700,450,662,57
113,431,622,475,519,6797
114,435,526,128,225,11542
115,203,273,340,339,9209
116,286,349,60,582,8043
117,112,522,235,224,6644
118,208,267,362,473,12962
119,341,466,214,267,7475
120,274,286,402,246,8039
121,343,263,67,593,14686
122,126,561,411,534,15813
123,385,504,421,326,44
124,380,334,214,201,8424
125,223,261,175,369,7106
126,177,369,80,630,1253
127,134,613,373,675,63
128,346,604,335,340,6716
129,344,368,499,228,55
130,451,279,404,439,35
131,383,403,194,404,385
132,258,399,539,521,77
133,512,473,505,271,61
134,468,299,159,259,10329
135,230,264,316,244,5323
136,247,264,198,281,3135
137,238,270,469,292,9217
138,440,317,513,565,78
139,489,511,402,240,82
140,387,301,146,648,7896
141,201,605,388,470,9617
142,366,458,365,283,48
143,317,292,220,221,7293
144,227,267,158,344,6332
145,175,353,508,555,5753
146,151,594,179,721,23
147,210,669,349,581,34
148,306,618,289,731,25
149,338,680,512,566,7348
150,480,530,482,328,44
151,461,395,439,495,20
152,455,497,505,712,7185
153,498,629,488,428,498
154,445,459,187,446,54
155,160,472,565,671,18697
156,533,609,507,521,18
157,480,521,191,201,10131
158,231,250,296,381,8856
159,246,384,52,550,1920
160,99,505,223,271,3656
161,244,353,365,515,6938
162,369,512,520,713,7253
165,560,558,366,306,7639
166,384,383,488,702,7181
167,478,612,439,373,6496
168,414,441,276,636,6584
169,329,576,367,548,1624
170,345,527,340,326,5288
171,303,385,211,619,7099
172,194,583,106,590,31
173,167,547,43,242,2803
174,153,564,213,873,2186
175,244,820,508,563,5412
176,433,540,64,302,5588
177,123,326,318,287,9663
178,268,306,21,561,8154
180,230,436,414,449,32
181,406,428,452,390,9
182,427,436,510,596,1663
183,463,526,327,264,698
184,350,321,621,618,83
185,583,558,390,392,50
186,392,451,294,638,6890
187,336,562,445,217,7837
188,392,257,308,281,1988
189,308,281,138,333,10868
190,208,363,415,549,5606
191,380,492,329,330,1520
192,304,393,223,684,6664
193,201,646,114,646,10
194,154,633,151,489,3500
195,180,536,432,730,6037
196,430,675,492,547,5011
197,432,534,122,246,12344
198,194,293,328,352,8885
199,266,392,102,661,8937
200,160,649,198,662,5
201,167,610,121,241,6688
202,175,285,222,289,2834
203,200,253,220,211,2800
204,220,255,383,699,18535
205,390,604,411,415,6001
206,401,414,350,174,3517
207,305,237,295,265,1780
208,267,231,101,265,7971
209,170,296,510,602,16177
210,445,558,392,542,3332
211,430,534,434,306,472
212,386,355,90,555,5660
213,118,580,122,620,0
214,145,526,156,433,5179
215,184,456,253,433,11
216,254,453,468,496,933
217,451,455,515,301,13
218,493,366,444,653,5172
219,449,580,252,162,13973
220,269,218,413,655,20519
221,375,605,210,556,4278
222,238,526,126,205,8912
223,148,306,167,361,3430
224,183,289,208,204,5310
