2,425,591,191,648,5964
3,240,620,278,248,14306
4,274,309,265,446,7253
5,281,453,436,718,12145
7,170,731,405,431,8482
8,359,487,318,676,7531
9,341,608,295,226,13840
10,281,300,367,672,14228
11,412,658,459,682,10
12,401,671,203,724,66
13,237,679,203,256,11898
14,167,353,180,457,31
15,201,458,417,738,8670
16,237,711,432,470,13
17,334,688,247,442,7074
18,234,522,206,680,5378
19,252,629,531,317,7752
20,505,377,554,657,79
21,520,621,311,643,8684
22,370,610,463,372,6840
23,408,420,373,442,7
24,413,465,463,636,4630
25,500,592,533,587,136
26,464,593,339,656,8803
27,419,660,484,687,15
28,414,652,246,686,40
29,313,717,460,785,39
30,388,765,280,780,28
31,329,755,360,594,52
32,396,604,510,504,8185
33,479,495,470,469,3
34,474,562,465,653,5666
35,506,604,528,591,3
36,448,577,337,562,6939
37,397,603,476,681,5826
38,417,647,348,661,817
39,427,663,514,685,19
40,444,669,378,714,20
41,419,663,419,636,6
42,456,679,397,189,18
43,501,664,484,747,20
44,539,690,596,644,17
45,535,638,471,474,0
46,532,679,401,785,44
47,450,741,462,631,28
48,416,675,368,711,17
49,379,680,184,549,1294
50,210,610,211,683,10
51,262,662,401,682,35
52,410,649,515,598,5804
54,591,378,567,602,51
55,558,599,535,658,14
56,520,635,343,709,424
57,428,733,502,765,18
58,436,753,378,776,13
59,437,739,458,707,9
60,411,695,253,454,9694
61,299,515,421,610,9554
62,386,601,356,701,4787
63,340,669,145,702,52
64,214,690,446,495,3740
65,386,530,171,584,11904
66,179,555,125,515,4249
67,178,547,494,545,19579
68,451,571,447,724,6589
69,421,699,296,735,15
70,302,713,200,671,13
71,256,688,379,586,40
72,384,596,173,254,8675
73,495,591,537,667,1037
74,536,602,544,561,8
75,481,608,553,617,3488
76,425,618,343,634,5145
77,423,656,495,701,14
78,450,674,379,734,12
79,454,728,147,737,17
81,516,704,419,647,19
82,487,632,545,560,2357
83,385,546,476,444,29
87,425,663,499,689,9
88,439,667,371,706,21
89,437,663,525,668,22
90,453,661,398,699,9
91,398,699,322,750,19
92,375,706,439,500,7291
99,578,209,557,727,149
100,544,662,466,587,693
101,462,642,428,672,1887
