1,520,359,229,489,18621
2,210,534,328,744,7789
3,324,678,138,128,13467
4,148,198,220,583,5570
7,271,548,26,431,6921
8,61,487,107,640,60
9,120,589,498,209,24002
10,443,265,372,500,15257
11,380,456,579,247,10727
12,559,274,279,779,16820
13,307,724,202,167,14140
14,183,235,102,471,99
15,146,423,503,133,5987
16,436,152,174,224,92
17,212,257,300,545,9909
18,271,501,36,184,9179
19,70,233,276,373,91
20,264,343,367,123,84
21,315,167,108,338,96
22,165,341,460,449,13009
23,411,423,132,426,16075
24,217,429,562,421,18041
25,512,442,379,783,1327
35,499,628,491,342,102
36,459,417,451,653,10774
37,442,557,439,159,19500
38,417,255,424,508,15581
39,444,459,351,177,16182
40,329,221,282,687,19309
41,318,628,587,245,15884
42,524,256,220,192,2452
43,241,235,372,496,12302
44,372,459,349,168,14968
45,320,218,187,573,13641
46,218,493,207,310,8190
47,226,379,561,635,18853
48,510,594,213,493,13424
49,269,526,492,592,12656
50,495,529,361,195,19358
51,339,230,164,500,7455
52,221,500,351,330,14065
53,329,395,275,673,14320
54,302,666,497,447,13300
55,498,384,202,363,15091
56,254,359,359,234,3628
57,319,288,119,687,20935
58,171,641,473,369,22818
59,417,404,187,549,17706
